productId,productName,brand,metaTagDescription,description,categories,linkText,link,filtered_categories
7708,Kit Combo Teclado e Mouse Sem Fio Slim Sem Marca Multimídia Conexão Usb 1600dpi c/ Pilha Inclusa Preto - TC269,Multilaser,Combo Multimídia Sem Fio 2.4Ghz 1600dpi Usb Bulk Pilhas Inclusas - TC269,"Este combo é ideal para proporcionar praticidade e simplicidade ao seu dia-a-dia, sem o uso de fios.Com tecnologia de conexão Plug e Play, conecte a entrada USB e comece a usar.O mouse com velocidade de 1600DPI e frequência sem fio de 2.4GHz, que te permitem navegar com precisão e um rastreamento em alta definição!O teclado conta com 12 teclas multimídia de atalho para maior conforto.*Alimentados por apenas 1 pilha AA e 1 pilha AAA (inclusas), você não precisa se preocupar em carregar fios.Imagens meramente ilustrativas.","['/Multilaser/Informática e Tablets/Informática e Acessórios/Teclados/', '/Multilaser/Informática e Tablets/Informática e Acessórios/', '/Multilaser/Informática e Tablets/', '/Multilaser/', '/Multilaser/Informática e Tablets/Informática e Acessórios/Mouses/']",combo-teclado-mouse-multimidia-sem-fio-24ghz-1600dpi-usb-bulk-preto-tc269,https://multilaser.vtexcommercestable.com.br/combo-teclado-mouse-multimidia-sem-fio-24ghz-1600dpi-usb-bulk-preto-tc269/p,"['TECLADOS', 'MOUSES', 'MULTILASER', 'INFORMATICA E ACESSORIOS', 'INFORMATICA E TABLETS']"
7299,Tapete De Yoga Premium Com Estampa Flores Azul Atrio - ES218X [Reembalado],Atrio,"Os tapetes Premium Atrio foram desenvolvidos especialmente para prática de yoga, pilates e treinos funcionais.","Tapete de Yoga Premium ES218  O Tapete de Yoga Premium foi desenvolvido para a prática de Yoga, Pilates e outros treinos que envolvam o alongamento e movimentos do corpo. Antideslizante, é super seguro, sendo ideal para aprimorar o equilíbrio e garantir maior rendimento na execução das posições e exercícios. Possui 4cm de espessura para maior acolchoamento, promovendo menos impacto e maior proteção contra acidentes. É produzido em PVC, material com excelente vida útil, que possui inclusive, resistência a intempéries, além de exigir pouca manutenção, pois é lavável e oferece secagem rápida. Ainda é flexível, o que possibilita enrolar para guardar com praticidade, e está disponível em três estampas super estilosas, que permitem um toque especial da decoração do ambiente.  Imagens meramente ilustrativas.   Atenção: informações importantes O que são produtos reembalados?São produtos originais de fábrica que podem conter algum tipo de avaria. Estas avarias são apenas de aparência. que não afetam a funcionalidade e uso.Produto Reembalado com garantia de 90 dias para vícios ocultos. Não cobrimos eventuais danos estéticos.  ","['/Atrio/Fitness/Acessórios/Yoga e Pilates/', '/Atrio/Fitness/Acessórios/', '/Atrio/Fitness/', '/Atrio/', '/Multilaser/Esporte e Lazer/Fitness e Pilates/FITNESS/', '/Multilaser/Esporte e Lazer/Fitness e Pilates/', '/Multilaser/Esporte e Lazer/', '/Multilaser/']",tapete-de-yoga-premium-com-estampa-flores-azul-atrio-es218x,https://multilaser.vtexcommercestable.com.br/tapete-de-yoga-premium-com-estampa-flores-azul-atrio-es218x/p,"['ACESSORIOS', 'YOGA E PILATES', 'ATRIO', 'MULTILASER', 'FITNESS E PILATES', 'FITNESS', 'FITNESS', 'ESPORTE E LAZER']"
7281,Lixeira Automática com Sensor de Aproximação Branca 9L - EI078,Multilaser,,"Desenvolvida com sensor inteligente de aproximação para que não seja necessário tocar na lixeira para abrir ou fechar.Abertura rápida e silenciosa por sensor de aproximação, com fechamento suave e automático após 3 segundos de inatividade. Acompanha anel removível para fixar o saco de lixo. Opção prática e conveniente para descartar seus materiais de forma higiênica e segura. Conta com um design clean e elegante, o que permite o uso em qualquer local de sua casa ou escritório. Capacidade: 9L.;Dimensões: 24cm comprimento x 18,5cm largura x 30cm de altura, formato retangular;Cor: Branco;Material: PP + Componentes eletrônicos;Funcionamento: 2 pilhas AA (Não inclusas);Aplicação: escritório, sala de estar, quarto, etc;Recomendações de uso:Sensor infravermelho inteligente capta movimento de 10 a 20cm de distância, com abertura rápida e silenciosa;Fechamento automático suave após 3 segundos de inatividade;A tampa permanecerá aberta enquanto houver algo na área do sensor;Anel removível para fixar o saco de lixo; Limpe a superfície com um pano úmido torcido;Não enxágue a tampa diretamente com água.Imagens meramente ilustrativas.","['/Multilaser/Escritório e Papelaria/Artigos para Escritório/Lixeiras Eletrônicas/', '/Multilaser/Escritório e Papelaria/Artigos para Escritório/', '/Multilaser/Escritório e Papelaria/', '/Multilaser/']",lixeira-automatica-com-sensor-de-aproximacao-branca-9l-ei078,https://multilaser.vtexcommercestable.com.br/lixeira-automatica-com-sensor-de-aproximacao-branca-9l-ei078/p,"['MULTILASER', 'ARTIGOS PARA ESCRITORIO', 'LIXEIRAS ELETRONICAS', 'ESCRITORIO E PAPELARIA']"
7268,Máscara 3 Camadas Descartável Azul - Caixa com 50 Unidades - Multilaser Saúde - HC400,Multilaser,"A Máscara de Proteção da linha Multilaser Saúde foi desenvolvida para minimizar a contaminação por bactérias, vírus e secreções respiratórias.","A Máscara de Proteção da linha Multilaser Saúde foi desenvolvida para minimizar a contaminação por bactérias, vírus e secreções respiratórias.Tripla proteção com filtro;Tamanho único e ajustável; Clipagem nasal (metálico);Polipropileno: atóxico e hipoalergênico que não causa irritações no rosto;Uso único e descartável, não estéril;Registro ANVISA e normas técnicas de acordo com a NBR 15052.Gramatura: 25g/m²;Índices: EFP =98% | BFE =95%;Tirantes elásticos: Nylon 65% e Spandex 35%Imagens meramente ilustrativas.","['/Multilaser/Médico-Hospitalar/Máscaras de Proteção/Máscara Adulta/', '/Multilaser/Médico-Hospitalar/Máscaras de Proteção/', '/Multilaser/Médico-Hospitalar/', '/Multilaser/', '/Multilaser/Saúde e Bem Estar/Máscaras de Proteção/Máscara Adulta/', '/Multilaser/Saúde e Bem Estar/Máscaras de Proteção/', '/Multilaser/Saúde e Bem Estar/']",mascara-3-camadas-descartavel-azul-caixa-com-50-multilaser-saude-hc400,https://multilaser.vtexcommercestable.com.br/mascara-3-camadas-descartavel-azul-caixa-com-50-multilaser-saude-hc400/p,"['MEDICO-HOSPITALAR', 'MULTILASER', 'SAUDE E BEM ESTAR', 'MASCARA ADULTA', 'MASCARAS DE PROTECAO']"
7262,Pipoqueira Elétrica c/ Compartimento para Manteiga 1200w-127v Vermelha Multi - CE108,Multilaser,"Pipoca de cinema prontinha em 2 minutos! Na hora de aproveitar com os amigos e a família, leve sua Pipoqueira Elétrica Sem Óleo Multilaser.","Pipoca de cinema prontinha em 2 minutos! Na hora de aproveitar com os amigos e a família, leve sua Pipoqueira Elétrica Sem Óleo Multi.Basta ligar, colocar o milho e aguardar. Rapidinho a pipoca fica pronta, sem usar panelas ou fogão. E o melhor: sem uma gota de óleo. Conta com saída de vapor que não deixa a umidade tirar a crocância da pipoca.Possui copo dosador, que pode ser usado como compartimento para manteiga.Imagens meramente ilustrativas.","['/Multilaser/Eletroportáteis para sua Casa/Diversão e Lazer/Pipoqueiras/', '/Multilaser/Eletroportáteis para sua Casa/Diversão e Lazer/', '/Multilaser/Eletroportáteis para sua Casa/', '/Multilaser/']",pipoqueira-eletrica-80g-c-compartimento-para-manteiga-dispensa-uso-de-oleo-1200w-127v-vermelha-multilaser-ce108,https://multilaser.vtexcommercestable.com.br/pipoqueira-eletrica-80g-c-compartimento-para-manteiga-dispensa-uso-de-oleo-1200w-127v-vermelha-multilaser-ce108/p,"['MULTILASER', 'ELETROPORTATEIS PARA SUA CASA', 'PIPOQUEIRAS', 'DIVERSAO E LAZER']"
7219,Projetor Smart Screen Linux Com Função 4500 Lumens Multilaser - PJ004,Multilaser,"Com o Smart Screen Linux PJ004 da Multilaser, você pode conectar ao Wi-Fi, e aproveitar os aplicativos de filmes e vídeos.","Com o Smart Screen Linux PJ004 da Multilaser, você pode conectar ao Wi-Fi, e aproveitar os aplicativos de filmes e Vídeos através do espelhamento de tela do seu Android ou iOS. Com sistema Digital Keystone, que permite o alinhamento ideal para a projeção, sem distorcer nenhuma imagem ou vídeo. Também possui auto-falante integrado e sistema Fast boot, então o projetor inicia em menos de 3 segundos. Resolução nativa de 1920x1080p com entradas HDMI, USB, VGA e AV.Lente com foco manual, zoom eletrônico e sistema de projeção LCD TFT display. Contraste 4000:1, brilho de 4500 lumens e lâmpada LED. Conte com 2 entradas HDMI, 2 USB, 1 VGA e 1 AV. Brilho lumens medido de acordo com a norma ISO&IEC 21118 2020Imagens meramente ilustrativas.","['/Multilaser/Telas, Áudio e Video/Projetores/', '/Multilaser/Telas, Áudio e Video/', '/Multilaser/']",smart-screen-projetor-multilaser-pj004,https://multilaser.vtexcommercestable.com.br/smart-screen-projetor-multilaser-pj004/p,"['MULTILASER', 'TELAS, AUDIO E VIDEO', 'PROJETORES']"
7137,Suporte Regulável para Notebook Preto - AC377,Multilaser,"Feito em Plástico ABS
Extremamente leve, resistente e portátil, Garanta já o seu suporte para notebook,

Imagens meramente ilustrativas,",Conforto e flexibilidade para trabalhar com o notebook! O Suporte Ergonômico AC377 permite fácil regulagem de altura da tela do notebook. melhora a postura do usuário e proporciona o uso confortável. Resistente e se adapta a qualquer tamanho de notebook e permite um ajuste ideal para cada usuário. Ideal para usar de onde precisar. seja no escritório. home office ou levar na mochila em viagens. - Compacto. leve e dobrável. fácil de transportar e guardar. - Fácil regulagem de altura. - Evita o superaquecimento. - Proporciona conforto e ergonomia. Feito em Plástico ABS. Dimensões fechado: 28 X 23 X 2 cm. Peso: 195g. Regulagem: Possui 5 Níveis de altura. (10; 13; 15.5; 17.5 e 20.5 cm). compatível com notebooks com base inferior de até 2.5cm de espessura.*Imagens meramente ilustrativas.*,"['/Multilaser/Informática e Tablets/Informática e Acessórios/Acessórios e Componentes/', '/Multilaser/Informática e Tablets/Informática e Acessórios/', '/Multilaser/Informática e Tablets/', '/Multilaser/']",suporte-regulavel-para-notebook-preto-ac377,https://multilaser.vtexcommercestable.com.br/suporte-regulavel-para-notebook-preto-ac377/p,"['MULTILASER', 'INFORMATICA E TABLETS', 'INFORMATICA E ACESSORIOS', 'ACESSORIOS E COMPONENTES']"
7063,Escova Elétrica Rotacional Infantil Funny Brush Niko Multi Saúde - HC054,Multilaser Saúde,Proporcione para a criança uma escovação mais divertida!,Proporcione para a criança uma escovação mais divertida!4.000 movimentos rotacionais por minuto.Cerdas macias que não machucam a boca da criança.Cabeça circular que alcança melhor os dentes do fundo.2 pilhas AAA e resistente à água.Remove 2x mais as placas bacterianas.Acompanha ampulheta de 2 minutos para estimular a escovação em tempo correto.Imagens meramente ilustrativas.,"['/Multilaser/Saúde e Bem Estar/Higiene Bucal/Escova Elétrica/', '/Multilaser/Saúde e Bem Estar/Higiene Bucal/', '/Multilaser/Saúde e Bem Estar/', '/Multilaser/']",escova-dental-infantil-funny-brush-niko-multilaser-saude-hc054,https://multilaser.vtexcommercestable.com.br/escova-dental-infantil-funny-brush-niko-multilaser-saude-hc054/p,"['MULTILASER', 'HIGIENE BUCAL', 'SAUDE E BEM ESTAR', 'ESCOVA ELETRICA']"
7062,Escova elétrica rotacional infantil - Funny Brush Fred Multi Saúde - HC053,Multilaser Saúde,Proporcione para a criança uma escovação mais divertida!,Proporcione para a criança uma escovação mais divertida!4.000 movimentos rotacionais por minuto.Cerdas macias que não machucam a boca da criança.Cabeça circular que alcança melhor os dentes do fundo.2 pilhas AAA e resistente à água.Remove 2x mais as placas bacterianas.Acompanha ampulheta de 2 minutos para estimular a escovação em tempo correto.Imagens meramente ilustrativas.,"['/Multilaser/Saúde e Bem Estar/Higiene Bucal/Escova Elétrica/', '/Multilaser/Saúde e Bem Estar/Higiene Bucal/', '/Multilaser/Saúde e Bem Estar/', '/Multilaser/']",escova-dental-infantil-funny-brush-fred-multilaser-saude-hc053,https://multilaser.vtexcommercestable.com.br/escova-dental-infantil-funny-brush-fred-multilaser-saude-hc053/p,"['MULTILASER', 'HIGIENE BUCAL', 'SAUDE E BEM ESTAR', 'ESCOVA ELETRICA']"
6863,Smartogo Fone De Ouvido Bluetooth Preto - PH256,Multilaser,"Smartogo Fone De Ouvido Bluetooth Preto - PH256

Imagens meramente ilustrativas,",O Fone de Ouvido Multilaser Smartogo Bluetooth. É ideal para pessoas que praticam todos os tipos de atividade como esportes. trabalhar. estudar. dirigir ou até mesmo descansar. Seja livre de conectores. Utilize os botões Integrados para acessar diversas funções.Imagens meramente ilustrativas.,"['/Multilaser/Telas, Áudio e Video/Áudio/Fones de Ouvido/', '/Multilaser/Telas, Áudio e Video/Áudio/', '/Multilaser/Telas, Áudio e Video/', '/Multilaser/']",smartogo-fone-de-ouvido-bluetooth-preto-ph256,https://multilaser.vtexcommercestable.com.br/smartogo-fone-de-ouvido-bluetooth-preto-ph256/p,"['MULTILASER', 'TELAS, AUDIO E VIDEO', 'AUDIO', 'FONES DE OUVIDO']"
